"","verslagjaar","okvk","organisatie","wnMedew","wnFTE","wTijd","wPnil","wPnilKosten","wGemContr","wInstroom","wUitstroom","wDoorstroom","wnStag","wnVrijw","wNiv1","wNiv2","wNiv3","wNiv4","wNiv5","wNiv6","wBdnst","wOvPers","wLling","wFTEperCt","wVerzuimPerc","wVerzuimFreq","tTijd","tPnil","tPnilKosten","tGemContr","tInstroom","tUitstroom","tDoorstroom","tNiv1","tNiv2","tNiv3","tNiv4","tNiv5","tNiv6","tBdnst","tOvPers","tLling","tFTEperCt","tVerzuimPerc","tVerzuimFreq","nTijd","nPnil","nPnilKosten","nGemContr","nInstroom","nUitstroom","nDoorstroom","nNiv1","nNiv2","nNiv3","nNiv4","nNiv5","nNiv6","nBdnst","nOvPers","nLling","nFTEperCt","nVerzuimPerc","nVerzuimFreq"
"72",2019,"59824689","Herbergier Vlijmen",28,19.31,3.57,0,NA,0.69,11.32,11.32,11.32,2,12,5.18,15.54,41.43,5.18,10.36,0,0,15.54,5.18,1.08,6.32,1.25,1,0,NA,19,3,3,3,1,3,8,1,2,0,0,3,1,19,438,35,28,19,NA,28,27,27,27,19,19,19,19,19,19,19,19,19,18,6935,28
"73",2019,"41225869","Hervormd/Gemeentelijke Stichting Zorgcentrum Aelsmeer",176,104.91,14.2,1.91,1.91,0.6,6.4,7.56,4.65,15,168,2.48,5.78,36.69,13.17,0,0,0,6.3,11.82,0.99,3.27,1.51,25,2,73000,105,11,13,8,3,6,38,14,0,0,0,7,12,105,1229,266,176,105,3826870,176,172,172,172,105,105,105,105,105,105,105,105,105,106,37578,176
"74",2019,"24286701","Hervormde Stichting Sonneburgh",480,296.43,29.17,12.08,18.5,0.62,29.08,34.31,19.04,6,240,21.61,11.13,26.3,4.55,0.54,0,3.24,5.33,2.77,0.64,11.59,0.47,140,36,2917317,296,139,164,91,64,33,78,13,2,0,10,16,8,296,8060,227,480,296,15767175,480,478,478,478,296,296,296,296,296,296,296,296,296,465,69550,480
"75",2019,"41125094","Hervormde Stichting Bejaardenzorg Capelle Aan Den Ijssel",235,135.54,28.51,10.14,27.2,0.58,25.46,2.65,1.06,25,210,11.64,22.31,42.55,8.9,2.9,0,0,1.7,10,0.76,7.8,1.63,71,14,1384273,136,48,5,2,16,30,58,12,4,0,0,2,14,136,3524,383,249,136,5088819,235,189,189,189,136,136,136,136,136,136,136,136,136,178,45153,235
"76",2019,"41047476","Hervormde Stichting Tot Verzorging Van Ouderen Neboplus",150,69.1,16.67,5.07,4.66,0.46,31.23,16.62,2.02,15,152,0,14.66,46.08,10.93,1.61,0.64,1.26,6.99,17.84,0.73,5.99,1,25,4,199549,69,62,33,4,0,10,32,8,1,0,1,5,12,69,5393,150,150,69,4282220,150,199,199,199,69,69,69,69,69,69,69,69,69,95,90000,150
"77",2019,"60389958","Het Gastenhuis B.v.",210,138.1,61.94,0.62,1.45,0.66,75.89,20.05,2.39,29,65,0,16.87,25.34,14.05,2.82,0,0,30.92,5.65,0.92,2.7,0.88,166,1,108865,138,159,42,5,0,23,35,19,4,0,0,43,8,138,1383,185,268,138,7483757,210,210,210,210,138,138,138,138,138,138,138,138,138,150,51314,210
"78",2019,"1131725","Het Naoberhuis",8,6.2,20,NA,NA,0.78,22.22,11.11,NA,2,1,0,22.58,50,14.52,0,0,0,0,12.9,0.94,0,0,2,NA,NA,6,2,1,NA,0,1,3,1,0,0,0,0,1,6,0,0,10,NA,NA,8,9,9,NA,6,6,6,6,6,6,6,6,6,7,365,8
"79",2019,"60379332","Hgh Het Gouden Hart Holding B.v.",107,61,34.58,1.21,3.86,0.57,25.31,25.31,4.08,8,0,12.13,14.26,60.16,2.3,2.95,0,0,0,0,0.79,3.6,0.8,37,1,116828,61,31,31,5,7,9,37,1,2,0,0,0,0,61,1054,86,107,61,3023974,107,123,123,123,61,61,61,61,61,61,61,61,61,77,29291,107
"80",2019,"60344962","Hoeve Loevestein Zorg En Recreatie B.v.",17,9.7,35.29,2.06,18.75,0.57,42.86,42.86,0,5,4,7.22,0,74.74,17.53,0,0,0,0,0,0.81,4.43,0.71,6,0,15000,10,6,6,0,1,0,7,2,0,0,0,0,0,10,83,12,17,10,80000,17,14,14,14,10,10,10,10,10,10,10,10,10,12,1872,17
"81",2019,"39087902","Hoeve Marant",25,14.91,44,0,NA,0.6,32.65,28.57,4.08,1,NA,17.84,12.61,62.78,0,0,6.71,0,0,0,1.78,12.38,1.44,11,0,NA,15,8,7,1,3,2,9,0,0,1,0,0,0,15,874,36,25,15,NA,25,25,25,25,15,15,15,15,15,15,15,15,15,8,7059,25
"82",2019,"57269432","Hofhuus Heeckeren B.v.",25,22.5,8.7,NA,NA,0.9,8.16,4.08,8.16,6,0,0,3.11,37.78,10.67,8.44,0,0,16,17.33,1.58,13.15,0.12,2,NA,NA,23,2,1,2,0,1,9,2,2,0,0,4,4,23,48,3,23,NA,NA,25,25,25,25,23,23,23,23,23,23,23,23,23,14,365,25
"83",2019,"41169944","Hozo",177,100.61,37.85,2.04,4.04,0.57,21.7,7.62,4.11,9,137,13.59,22.18,38.37,4.18,0.16,0,0.25,10.9,10.37,0.75,6.52,1.2,67,2,210891,101,37,13,7,14,22,39,4,0,0,0,11,10,101,2394,212,177,101,5223290,177,171,171,171,101,101,101,101,101,101,101,101,101,134,36722,177
"84",2019,"69705917","Huis De Merwede B.v.",23,8.4,4.35,0,0,0.37,4.44,8.89,0,4,4,0,4.76,51.19,14.29,11.9,0,0,0,0,0.99,2.19,0.87,1,0,0,8,1,2,0,0,0,4,1,1,0,0,0,0,8,40,20,23,8,1,23,23,23,23,8,8,8,8,8,8,8,8,8,8,1825,23
"85",2019,"37140708","Huize Anna B.v.",18,12.74,12.5,0.31,0.15,0.71,0,27.03,10.81,1,0,15.7,29.83,9.65,18.6,18.45,0,0,4.24,3.53,1.71,1.46,0,2,0,777,13,0,5,2,2,4,1,2,2,0,0,1,0,13,39,0,16,13,529930,18,19,19,19,13,13,13,13,13,13,13,13,13,7,2679,18
"86",2019,"8121542","Huize Dahme",21,12.46,9.52,NA,NA,0.59,33.33,33.33,5.56,1,1,0,14.45,36.92,0,8.03,0,0,22.07,17.66,0.89,6.58,0.38,2,NA,NA,12,6,6,1,0,2,5,0,1,0,0,3,2,12,24,8,21,NA,NA,21,18,18,18,12,12,12,12,12,12,12,12,12,14,365,21
"87",2019,"66875358","Huize Hebe B.v.",14,7.05,57.14,2.84,3.5,0.5,21.43,42.86,7.14,1,2,14.18,14.18,28.37,0,14.18,0,0,14.18,14.89,0.83,5.75,1.07,8,0,16103,7,3,6,1,1,1,2,0,1,0,0,1,1,7,15,15,14,7,460000,14,14,14,14,7,7,7,7,7,7,7,7,7,8,261,14
"88",2019,"67767834","Huize Marijke",29,13.42,50,4.92,5.43,0.46,25,25,7.14,2,2,0,23.03,39.72,7.15,2.24,0,0,27.87,0,0.97,3.38,1.76,14,1,32936,13,7,7,2,0,3,5,1,0,0,0,4,0,13,118,51,28,13,606756,29,28,28,28,13,13,13,13,13,13,13,13,13,14,3489,29
"89",2019,"8029895","Huize Sonnevanck B.v.",12,6,25,16.67,38.89,0.5,8.33,25,8.33,1,2,16.67,16.67,56.67,5,0,0,0,5,0,0.55,6.78,0.25,3,1,84000,6,1,3,1,1,1,3,0,0,0,0,0,0,6,305,3,12,6,216000,12,12,12,12,6,6,6,6,6,6,6,6,6,11,4500,12
"90",2019,"70219427","Huize Spoorzicht B.v.",25,14.4,45.16,1.39,4.14,0.58,25.45,14.55,10.91,2,7,5.69,16.53,47.15,6.46,0,0,0,13.33,10.83,1.24,1.32,0.88,14,0,14886,14,7,4,3,1,2,7,1,0,0,0,2,2,14,39,22,31,14,360000,25,28,28,28,14,14,14,14,14,14,14,14,14,12,2956,25
"91",2019,"67355218","Huize Weltevrede",14,9.69,NA,NA,NA,0.69,35.71,21.43,0,NA,NA,20.74,13.83,65.43,0,0,0,0,0,0,1.76,0,0,NA,NA,NA,10,5,3,0,2,1,6,0,0,0,0,0,0,10,0,0,NA,NA,NA,14,14,14,14,10,10,10,10,10,10,10,10,10,6,365,14
"92",2019,"61379190","Huize Zocher B.v.",28,9.3,28.57,4.3,6.57,0.33,3.23,6.45,3.23,1,0,0,16.13,53.76,6.45,0,8.6,0,10.75,4.3,0.93,3.9,2.5,8,0,31000,9,1,2,1,0,2,5,1,0,1,0,1,0,9,97,70,28,9,472000,28,31,31,31,9,9,9,9,9,9,9,9,9,10,2485,28
"93",2019,"41222327","Humanistische Stichting Zorggroep Reinalda",262,124.34,35,6.67,8.71,0.47,33.46,38.29,2.23,89,170,9.91,17.41,23.03,16.06,2.48,0,3.32,7.84,19.95,0.68,8.05,1.82,91,8,931267,124,90,103,6,12,22,29,20,3,0,4,10,25,124,3722,477,260,124,10689712,262,269,269,269,124,124,124,124,124,124,124,124,124,183,46240,262
"94",2019,"53830911","Huys Ter Swaach Verzorgd Wonen B.v.",30,17.08,6.25,0,0,0.57,12.5,0,0,6,3,0,0,42.74,4.68,4.68,0,0,29.74,14.05,1.48,4.11,NA,2,0,0,17,2,0,0,0,0,7,1,1,0,0,5,2,17,15,NA,32,17,69576681,30,16,16,16,17,17,17,17,17,17,17,17,17,12,365,NA
"95",2019,"57508623","Ijsselhuis B.v.",4,2.1,NA,NA,NA,0.53,NA,0,0,NA,NA,0,52.38,47.62,0,0,0,0,0,0,0.35,0,0,NA,NA,NA,2,NA,0,0,0,1,1,0,0,0,0,0,0,2,0,0,NA,NA,NA,4,NA,4,4,2,2,2,2,2,2,2,2,2,6,365,4
"96",2019,"41165322","Interkerkelijke Stichting Voor Zorg En Welzijn Groot Hoogwaak",86,56.4,55.81,21.83,19.95,0.66,23.38,33.77,10.39,2,155,14.18,8.87,30.14,7.62,0,0,0,25.71,4.08,0.78,7.4,2.09,48,12,1252886,56,18,26,8,8,5,17,4,0,0,0,15,2,56,27,180,86,56,6279104,86,77,77,77,56,56,56,56,56,56,56,56,56,72,365,86
"97",2019,"41266037","Interkerkelijke Stichting Zorgvoorzieningen De Brug",391,195.5,39.39,7.16,12.62,0.5,45.52,43.73,2.56,29,400,21.59,16.68,40.31,4.35,0,0,5.93,1.33,9.82,0.8,6.68,1.23,154,14,1416983,196,178,171,10,42,33,79,9,0,0,12,3,19,196,4766,481,391,196,11231416,391,391,391,391,196,196,196,196,196,196,196,196,196,245,71347,391
"98",2019,"66715911","J.r. En I.m. Makkenze",25,15.11,24,0,NA,0.6,25.53,21.28,4.26,3,4,0,8.8,42.36,4.37,0,0,0,44.34,0,0.94,3.25,1.08,6,0,NA,15,6,5,1,0,1,6,1,0,0,0,7,0,15,128,27,25,15,NA,25,24,24,24,15,15,15,15,15,15,15,15,15,16,3943,25
"99",2019,"61676063","J.w. Spruit En G. Klein Ikkink V.o.f.",23,17.84,47.37,6.67,12.15,0.78,27.27,27.27,13.64,3,4,4.26,13.51,51.07,5.21,8.07,0,0,9.64,8.24,1.18,3.87,1.83,9,1,81300,18,6,6,3,1,2,9,1,1,0,0,2,1,18,252,42,19,18,669000,23,22,22,22,18,18,18,18,18,18,18,18,18,15,6510,23
"100",2019,"64462129","Jacobahof Oostvoorne B.v.",26,15.33,15.38,0,NA,0.59,NA,NA,NA,4,2,18.33,4.11,65.88,2.22,0.33,6.52,0,0,2.61,0.77,1.78,0.58,4,0,NA,15,NA,NA,NA,3,1,10,0,0,1,0,0,0,15,70,15,26,15,NA,26,NA,NA,NA,15,15,15,15,15,15,15,15,15,20,3935,26
"101",2019,"2097416","Joling Thuiszorg B.v.",27,17.5,43.24,NA,NA,0.65,49.41,25.88,7.06,2,0,0,8.57,25.71,11.43,6.86,14.29,0,0,6.86,1.75,5.41,NA,16,NA,NA,18,21,11,3,0,2,5,2,1,3,0,0,1,18,390,NA,37,NA,NA,27,43,43,43,18,18,18,18,18,18,18,18,18,10,7215,NA
"102",2019,"27047100","Kessler Stichting",27,21.94,22.22,21.88,39.86,0.81,29.79,29.79,4.26,43,150,0,3.78,63.83,24.66,4.19,0,0,0,0,0.81,8.4,1.74,6,5,417360,22,7,7,1,0,1,14,5,1,0,0,0,0,22,546,47,27,22,1046955,27,24,24,24,22,22,22,22,22,22,22,22,22,27,6497,27
"103",2019,"61778966","Kloek B.v.",60,37,55.26,29.19,34.68,0.62,95.93,56.91,4.88,3,11,11.89,25.41,31.08,11.08,0,0,0,6.22,11.08,0.55,13.45,0.75,21,11,660000,37,59,35,3,4,9,12,4,0,0,0,2,4,37,1777,45,38,37,1903000,60,62,62,62,37,37,37,37,37,37,37,37,37,67,13207,60
"104",2019,"27268646","Kruseman Aretz Zorgvilla's B.v.",37,27.5,13.51,13.82,26.67,0.74,13.51,5.41,5.41,2,0,3.27,53.09,30.91,9.09,0,0,0,3.64,0,0.81,4.51,1.03,5,4,431866,28,5,2,2,1,15,9,3,0,0,0,1,0,28,217,38,37,28,1619065,37,37,37,37,28,28,28,28,28,28,28,28,28,34,4812,37
"105",2019,"52751511","Kwabo Zorg T.h.o.d.n. Herbergier-Oldeberkoop",29,18.85,27.59,0,NA,0.65,10.91,3.64,3.64,18,7,14.59,16.13,44.19,8.33,2.33,0,0,0,14.43,1.12,3.57,0.66,8,0,NA,19,3,1,1,3,3,8,2,0,0,0,0,3,19,195,19,29,19,NA,29,28,28,28,19,19,19,19,19,19,19,19,19,17,5467,29
"106",2019,"41181294","Landelijke Stichting Vredenoord",148,67.99,36.91,7.88,10.32,0.46,33.22,30.51,15.59,12,82,8.03,16.33,26.21,7.78,0,1.31,2.78,15.65,13,0.76,9.86,2.04,55,5,439093,68,49,45,23,5,11,18,5,0,1,2,11,9,68,2531,302,149,68,4252832,148,148,148,148,68,68,68,68,68,68,68,68,68,89,25681,148
"107",2019,"56861478","Levantogroep",62,47.9,35.48,0,5.75,0.77,NA,NA,NA,12,6,0,9.6,52.61,30.27,7.52,0,0,0,0,1.57,NA,0,22,0,98000,48,NA,NA,NA,0,5,25,15,4,0,0,0,0,48,NA,0,62,48,1705342,62,NA,NA,NA,48,48,48,48,48,48,48,48,48,31,NA,62
"108",2019,"63484900","Leyhoeve Zorg B.v.",196,140.88,16.37,4.57,9.41,0.72,54.72,8.72,3.39,10,26,36.84,8.85,19.79,5.05,1.6,0,0,9.65,5.62,1.45,3.91,1.01,28,6,481145,141,113,18,7,52,12,28,7,2,0,0,14,8,141,5,198,171,141,5110443,196,207,207,207,141,141,141,141,141,141,141,141,141,97,128,196
"109",2019,"67729894","Liberein",928,556.8,32.11,0.96,1.57,0.6,24.47,17.65,10,49,572,2.6,11.39,61.51,8.14,0.77,0,5.28,2.93,7.38,0.94,10.12,0.77,298,5,418076,557,208,150,85,15,63,343,45,4,0,29,16,41,557,78912,714,928,557,26592033,928,850,850,850,557,557,557,557,557,557,557,557,557,592,779825,928
"110",2019,"67657435","Manse-Jansen",26,16.44,23.08,0,NA,0.63,15.09,18.87,7.55,8,3,0,1.22,32.18,14.72,0,0,0,33.58,14.23,1.03,6.1,0.27,6,0,NA,16,4,5,2,0,0,5,2,0,0,0,6,2,16,1496,7,26,16,NA,26,27,27,27,16,16,16,16,16,16,16,16,16,16,24544,26
"111",2019,"41178623","Maria Dommer Stichting",220,109.01,16.36,8.13,19.04,0.5,24.1,24.62,4.1,25,55,0,11.23,39.5,6.07,0,0.13,0,35.79,7.1,0.86,12.37,0.62,36,9,945424,109,47,48,8,0,12,43,7,0,0,0,39,8,109,3579,136,220,109,4965427,220,195,195,195,109,109,109,109,109,109,109,109,109,127,28932,220
"112",2019,"63428237","Mariënwold",25,17.3,24,NA,NA,0.69,100,12,NA,8,4,0,23.12,65.32,7.51,4.05,0,0,0,0,0.96,12.92,0.68,6,NA,NA,17,25,3,NA,0,4,11,1,1,0,0,0,0,17,523,17,25,NA,NA,25,25,25,NA,17,17,17,17,17,17,17,17,17,18,4048,25
"113",2019,"64705293","Martha Flora Bavel B.v.",46,26.43,26.09,2.12,3.36,0.57,53.01,40.96,0,5,1,45.82,5.07,36.06,10.1,2.95,0,0,0,0,1.14,2.12,0.43,12,1,48517,26,22,17,0,12,1,10,3,1,0,0,0,0,26,147,20,46,26,1442018,46,42,42,42,26,26,26,26,26,26,26,26,26,23,6927,46
"114",2019,"70022712","Martha Flora Bosch En Duin B.v.",49,22.3,55.1,3.36,12.22,0.46,83.95,19.75,0,2,4,51.57,11.26,33.27,0,0,0,0,0,3.59,2.39,0.94,0.22,27,1,89581,22,34,8,0,12,3,7,0,0,0,0,0,1,22,29,11,49,22,733119,49,41,41,41,22,22,22,22,22,22,22,22,22,9,3072,49
"115",2019,"58362517","Martha Flora Gouda B.v.",48,30.4,33.33,0.69,1.66,0.63,40,33.33,0,0,3,25.23,15.82,47.96,5.86,0,0,0,0,5.13,1.36,7.36,1.04,16,0,24357,30,18,15,0,8,5,15,2,0,0,0,0,2,30,594,50,48,30,1471633,48,45,45,45,30,30,30,30,30,30,30,30,30,22,8066,48
"116",2019,"63232685","Martha Flora Haarlem B.v.",67,29.74,49.25,7.8,11.15,0.44,48.21,23.21,0,0,3,51.92,11.4,25.25,9.55,1.88,0,0,0,0,1.13,3,0.63,33,2,159330,30,27,13,0,15,3,8,3,1,0,0,0,0,30,203,42,67,30,1428378,67,56,56,56,30,30,30,30,30,30,30,30,30,26,6761,67
"117",2019,"67525695","Martha Flora Hilversum B.v.",60,30.21,48.33,1.46,2.57,0.5,52.43,17.48,0,1,0,38.2,16.58,40.05,5.16,0,0,0,0,0,1.85,6.01,1.23,29,0,31709,30,27,9,0,12,5,12,2,0,0,0,0,0,30,354,74,60,30,1232350,60,52,52,52,30,30,30,30,30,30,30,30,30,16,5892,60
"118",2019,"58134824","Martha Flora Maastricht B.v.",58,23.44,37.93,0.43,0.58,0.4,45.16,40.86,0,6,5,42.02,24.7,29.95,3.33,0,0,0,0,0,1.29,8.7,1.36,22,0,7133,23,21,19,0,10,6,7,1,0,0,0,0,0,23,626,79,58,23,1240022,58,47,47,47,23,23,23,23,23,23,23,23,23,18,7195,58
"119",2019,"64749304","Martha Flora Rotterdam B.v.",36,10.62,47.22,12.43,16.18,0.3,0,33.33,11.11,0,0,29.47,3.77,59.42,7.34,0,0,0,0,0,1.72,1.76,0.22,17,1,82378,11,0,6,2,3,0,6,1,0,0,0,0,0,11,38,8,36,11,508996,36,18,18,18,11,11,11,11,11,11,11,11,11,6,2159,36
"120",2019,"66036623","Martha Flora Twello B.v.",57,25.62,40.35,7.03,15.43,0.45,48.42,23.16,0,2,4,39.5,3.47,43.6,13.43,0,0,0,0,0,1.39,6.56,0.81,23,2,142747,26,23,11,0,10,1,11,3,0,0,0,0,0,26,302,46,57,26,925157,57,48,48,48,26,26,26,26,26,26,26,26,26,18,4607,57
"121",2019,"62458132","Martha Flora/Wilgaerden Hoorn B.v.",44,14.27,22.73,3.92,5.66,0.32,41.67,36.11,0,4,8,28.73,4.7,59.36,7.22,0,0,0,0,0,1.23,9.77,1.3,10,1,45549,14,15,13,0,4,1,8,1,0,0,0,0,0,14,434,57,44,14,804676,44,36,36,36,14,14,14,14,14,14,14,14,14,12,4440,44
"122",2019,"56899645","Middelburg & Neven T.h.o.d.n. Herbergier Beneden-Leeuwen",36,17.8,30.56,0.11,0.39,0.49,33.33,12.12,3.03,7,1,17.19,11.85,22.58,24.33,11.24,0,0,0,12.81,1.08,3.85,0.72,11,0,2389,18,11,4,1,3,2,4,4,2,0,0,0,2,18,174,26,36,18,614347,36,33,33,33,18,18,18,18,18,18,18,18,18,16,4517,36
"123",2019,"24366758","Mob Maatschappelijk Ondersteuningsbureau B.v.",58,38.1,38.18,NA,NA,0.66,34.04,12.77,0,3,0,20.87,39.92,23.88,8.48,1.31,0.58,0.58,4.38,0,1.07,4.48,1.55,21,NA,NA,38,16,6,0,8,15,9,3,1,0,0,2,0,38,333,90,55,NA,NA,58,47,47,47,38,38,38,38,38,38,38,38,38,36,7438,58
"124",2019,"17124397","Nieuwe Eindhovense Opvang Stichting",18,15.8,33.33,19.75,36.68,0.88,23.53,29.41,0,5,3,0,10.06,48.8,19.3,11.27,0,0,2.09,8.42,0.9,2.43,1.28,6,3,307000,16,4,5,0,0,2,8,3,2,0,0,0,1,16,166,23,18,16,837000,18,17,17,17,16,16,16,16,16,16,16,16,16,18,6840,18
"125",2019,"4058025","Noord Nederlandse Coöperatie Van Zorgorganisaties U.a.",993,552.4,18.64,1.99,4.1,0.56,32.93,19.19,12.48,146,920,13.58,18.03,42.13,12.53,1.3,0,0.47,0,11.97,1.43,6,0.91,156,11,1097000,552,314,183,119,75,100,233,69,7,0,3,0,66,552,48469,900,837,552,26774000,993,954,954,954,552,552,552,552,552,552,552,552,552,387,807786,993
"126",2019,"1137892","Noorderbreedte B.v.",1630,1017.93,11.97,1.43,3.48,0.62,20.61,16.99,NA,707,854,9.57,12.29,47.33,17.15,1.22,0,6.21,0,6.23,0.96,6.35,0.93,180,15,1804386,1018,336,277,NA,97,125,482,175,12,0,63,0,63,1018,15125,1516,1504,1018,51794579,1630,1630,1630,NA,1018,1018,1018,1018,1018,1018,1018,1018,1018,1058,238195,1630
"127",2019,"28115229","Nova Zembla Zorg Oegstgeest B.v.",147,67.93,41.5,NA,NA,0.46,34.69,34.01,100,2,0,0,6.29,44.25,8.64,0,0,0,22.46,1.22,2.54,11.44,0.41,61,NA,NA,68,51,50,147,0,4,30,6,0,0,0,15,1,68,1492,61,147,NA,NA,147,147,147,147,68,68,68,68,68,68,68,68,68,27,13045,147
"128",2019,"62609440","Onderstal - Onderstal-De Bruin T.h.o.d.n. Herbergier Reeuwijk V.o.f.",32,17.63,12.12,1.13,0.97,0.55,15.63,9.38,3.13,7,11,13.1,32.67,52.98,1.25,0,0,0,0,0,1.11,1.23,0.69,4,0,8447,18,5,3,1,2,6,9,0,0,0,0,0,0,18,39,22,33,18,874728,32,32,32,32,18,18,18,18,18,18,18,18,18,16,3171,32
"129",2019,"68274661","Ontzorgd Wonen Groep",924,557.57,36.69,8.9,15.58,0.6,67.52,92.92,NA,33,115,5.76,12.17,23.25,13.64,0.32,0,0.3,40.42,4.14,2.25,6.3,0.76,339,50,4658848,558,582,801,NA,32,68,130,76,2,0,2,225,23,558,9450,702,924,558,29911495,924,862,862,NA,558,558,558,558,558,558,558,558,558,248,150000,924
"130",2019,"9129229","Opella- Christelijke Stichting Voor Wonen- Zorg En Welzijn",831,339.7,13,1.06,1.85,0.41,23.38,18.1,5.28,78,650,10.89,13.1,35.3,19.4,3.09,1,4.71,1.12,11.39,1.01,7.08,1.11,108,4,350048,340,155,120,35,37,45,120,66,11,3,16,4,39,340,15556,922,831,340,18930776,831,663,663,663,340,340,340,340,340,340,340,340,340,336,219723,831
"131",2019,"2324453","Ora Et Labora B.v.",12,7,0,0,NA,0.58,33.33,16.67,8.33,0,1,0,7.14,82.86,0,10,0,0,0,0,0.64,15.87,0.17,0,0,NA,7,4,2,1,0,1,6,0,1,0,0,0,0,7,200,2,12,7,NA,12,12,12,12,7,7,7,7,7,7,7,7,7,11,1260,12
"132",2019,"50104063","Patrick De Kort",27,18.3,12.5,0,NA,0.68,17.39,17.39,13.04,2,14,6.56,18.58,40.44,12.02,0,0,0,4.92,17.49,1.09,6.26,1.07,3,0,NA,18,4,4,3,1,3,7,2,0,0,0,1,3,18,418,29,24,18,NA,27,23,23,23,18,18,18,18,18,18,18,18,18,17,6679,27
"133",2019,"54248353","Pgvz B.v.",16,7.02,56.25,34.47,29,0.44,35.71,50,42.86,2,NA,0,9.12,53.99,20.94,8.97,6.98,0,0,0,0.62,7.84,NA,9,2,123972,7,5,7,6,0,1,4,1,1,0,0,0,0,7,20,NA,16,7,427489,16,14,14,14,7,7,7,7,7,7,7,7,7,11,255,NA
"134",2019,"50741632","Noura Boutachdat",409,193,31.54,9.84,11.67,0.47,30.91,20.61,1.41,39,617,4.66,11.92,54.92,6.22,2.07,0,0,0,12.44,0.81,6.53,0.86,129,19,1764844,193,132,88,6,9,23,106,12,4,0,0,0,24,193,14277,351,409,193,15128589,409,427,427,427,193,193,193,193,193,193,193,193,193,237,218637,409
"135",2019,"41222303","Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer Zorgverlening",203,98.45,22.17,3.44,5.79,0.48,15.58,21.61,0,1,275,26.7,16.25,19.69,13.09,4.14,0.57,0,0,4.8,1.05,5.27,0.88,45,3,266761,98,31,43,0,26,16,19,13,4,1,0,0,5,98,1570,179,203,98,4604354,203,199,199,199,98,98,98,98,98,98,98,98,98,93,29814,203
"136",2019,"41238376","Protestants Christelijke Stichting Voor Wonen En Zorg- Zorgcentrum Horizon",104,60,20.19,0,NA,0.58,31.11,7.78,6.67,18,50,11.67,8.33,56.67,10,3.33,0,0,0,10,0.66,3.92,0.7,21,0,NA,60,28,7,6,7,5,34,6,2,0,0,0,6,29,784,73,104,60,NA,104,90,90,90,60,60,60,60,60,60,60,60,60,44,20000,104
"137",2019,"8137342","Protestants Christelijke Stichting Voor Zorgverlening Het Baken",497,264.1,23.94,4.58,9.11,0.53,20.06,18.41,10.96,32,474,0.72,8.85,53.23,7.61,0,0,10.7,9.94,8.95,1.02,5.63,1.34,119,12,1817164,264,97,89,53,2,23,141,20,0,0,28,26,24,264,7292,665,497,264,19945360,497,484,484,484,264,264,264,264,264,264,264,264,264,260,129559,497
"138",2019,"41027903","Protestants Christelijke Stichting Woon- En Zorgcentrum De Vriezenhof",133,62,20.66,1.89,4.28,0.47,15.77,14.94,1.66,41,152,35.48,0,47.42,8.71,1.61,0,0,0,6.45,1.13,5.35,1.11,25,1,121540,62,19,18,2,22,0,29,5,1,0,0,0,4,62,1075,147,121,62,2839500,133,121,121,121,62,62,62,62,62,62,62,62,62,55,20103,133
"139",2019,"41118305","Protestants Interkerkelijke Stichting Zorgverlening Hendrik-Ido-Ambacht",173,105.9,12.72,2.66,6.07,0.61,36.36,13.17,6.9,23,334,0,20.56,59.77,3.63,0.78,0,0,0,9.69,0.75,4,0.88,22,3,303684,106,58,21,11,0,22,63,4,1,0,0,0,10,106,2525,152,173,106,5006089,173,160,160,160,106,106,106,106,106,106,106,106,106,142,63145,173
"140",2019,"41121600","Protestantse Interkerkelijke Stichting Huis Ter Leede",224,67.9,42.41,0.47,0.77,0.3,45.69,22.84,NA,69,171,28.5,0.87,41.58,7.63,1.12,0,0,1.25,19.06,0.91,4.88,0.54,95,0,23658,68,98,49,NA,19,1,28,5,1,0,0,1,13,68,1058,121,224,68,3066047,224,215,215,NA,68,68,68,68,68,68,68,68,68,75,21680,224
"141",2019,"41238268","Raphaëlstichting",86,59.04,12.64,6.28,15.21,0.69,43.68,43.68,10.34,17,23,0.56,20.93,17.06,16.7,0,2.1,6.83,0,11.7,1.25,9,1.03,11,4,268338,59,38,38,9,0,12,10,10,0,1,4,0,7,59,2222,89,87,59,1763787,86,87,87,87,59,59,59,59,59,59,59,59,59,47,24688,86
"142",2019,"61006475","Résidence Het Witte Huis Zetten B.v.",64,34.24,68.75,29.15,9.79,0.54,71.56,53.21,7.34,3,7,14.69,28.39,26.61,5.84,2.92,0,0,16.24,5.32,1.21,1.07,1.22,44,10,181000,34,39,29,4,5,10,9,2,1,0,0,6,2,34,684,78,64,34,1848000,64,55,55,55,34,34,34,34,34,34,34,34,34,28,64116,64
"143",2019,"41039180","Riwis Zorg & Welzijn",146,74.92,28.77,1.72,5.3,0.51,22.7,19.86,18.44,24,160,4.66,12.21,11.05,32.25,6.91,4.03,0,2.95,8.89,0.9,8.1,1.12,42,1,124556,75,32,28,26,3,9,8,24,5,3,0,2,7,75,3752,163,146,75,2349402,146,141,141,141,75,75,75,75,75,75,75,75,75,83,46323,146
