kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
17127118,"Stichting St. Anna Zorggroep, Ananz",5660AB,2019,459,279.63,280,277,14.38,66,459,13.27,37,280,11.75,1645708,14011837,0.61,280,459,17.67,81,459,14.83,68,459,2.4,11,459,90,342,25.3,71,10.9,30,32.6,91,9.6,27,4.2,12,0,0,8.7,24,0,0,8.6,24,1.01,280,8.98,6529,72704,1.35,620,459
17127118,"Stichting St. Anna Zorggroep, Ananz",5660AB,2020,467,282.24,282,284,23.98,112,467,13.29,38,282,12.56,1827701,14556150,0.6,282,467,13.33,63,473,9.52,45,473,4.87,23,473,80,360,22.1,62,13.8,39,33.3,94,8.9,25,3.6,10,0,0,8.9,25,0,0,9.3,26,1,282,8.2,6017,73382,1.3,607,467
17127118,"Stichting St. Anna Zorggroep, Ananz",5660AB,2021,490,275,275,283,18.48,90,487,11.48,32,275,14.96,2459896,16440363,0.56,275,490,17.76,87,490,18.98,93,490,8.57,42,490,61,321,6.78,19,35.18,97,29.69,82,9.39,26,5.3,15,0,0,6.25,17,0,0,7.4,20,0.97,275,8.1,5790,71500,1.2,588,490
17128772,Burgthoeve,5394LP,2019,9,8.85,9,3,33.33,3,9,NA,NA,NA,NA,NA,NA,0.98,9,9,11.76,1,9,0,0,9,11.76,1,9,NA,NA,9.94,1,0,0,11.3,1,67.46,6,0,0,0,0,0,0,11.3,1,0,0,3.53,9,2.43,40,1646,0.78,7,9
17128772,Burgthoeve,5394LP,2021,13,9.93,10,4,30.77,4,13,NA,NA,NA,NA,NA,NA,0.76,10,13,23.08,3,13,23.08,3,13,0,0,13,2,NA,19.94,2,0,0,50.35,5,29.71,3,0,0,0,0,0,0,0,0,0,0,2.53,10,4.61,98,2125,0.62,8,13
17145911,Stichting Zorggroep Elde Maasduinen,5282SM,2019,1285,823,823,886,27.59,381,1381,3.62,30,823,6.09,2563846,42108409,0.64,823,1285,32.83,416,1267,15,190,1267,6.71,85,1267,155,1276,7.95,65,23.31,192,44.41,365,6.94,57,0.52,4,0.64,5,2.79,23,3.38,28,10.03,83,0.93,823,6,6,100,1.1,1414,1285
17145911,Stichting Zorggroep Elde Maasduinen,5282SM,2020,1458,884,884,887,21.77,315,1447,2.17,19,884,3.41,1535947,45091946,0.61,884,1458,15.61,226,1448,15.68,227,1448,9.05,131,1448,184,1285,9.39,83,24.43,216,39.59,350,7.69,68,0.23,2,0.68,6,3.62,32,2.26,20,12.1,107,1,884,7.39,739,10000,1.22,1779,1458
17145911,Stichting Zorggroep Elde Maasduinen,5282SM,2021,1465,896,896,897,23.66,343,1450,4.09,37,896,5.74,2731763,47563432,0.61,896,1465,16.29,236,1449,16.91,245,1449,7.59,110,1449,185,1010,7.59,68,28.46,255,37.61,337,7.37,66,0,0,0.56,5,3.46,31,3.68,33,11.27,101,1,896,9.48,948,10000,1.14,1665,1465
17157623,Stichting Kleinschalig Begeleid Wonen Voor Ouderen,5704HA,2019,42,28.45,28,24,19.05,8,42,3.51,1,28,10.35,148564,1435539,0.68,28,42,9.52,4,42,30.95,13,42,4.76,2,42,4,38,0,0,23.41,7,29.28,8,5.48,2,8.3,2,0,0,0,0,32.76,9,0,0,1.19,28,20.84,1463,7020,0.5,21,42
17157623,Stichting Kleinschalig Begeleid Wonen Voor Ouderen,5704HA,2020,37,24.36,24,23,17.95,7,39,3.28,1,24,2.37,35500,1496500,0.66,24,37,16.67,7,42,16.67,7,42,7.14,3,42,3,36,0,0,23.93,6,31.44,8,2.87,1,8.21,2,0,0,0,0,33.09,8,0,0,1.06,24,15.92,1146,7200,0.11,4,37
17157623,Stichting Kleinschalig Begeleid Wonen Voor Ouderen,5704HA,2021,40,25.44,25,20,22.5,9,40,2.75,1,25,2.81,35500,1262000,0.64,25,40,4.88,2,41,17.07,7,41,7.32,3,41,0,22,0,0,22.92,6,30.11,8,3.03,1,7.86,2,0,0,0,0,31.68,8,4.36,1,1.27,25,15.92,1146,7200,0.23,9,40
17163728,Zorgvilla Valckenborgh,5591HP,2020,17,11.72,12,15,61.9,13,21,18.77,2,12,30.97,175888,567882,0.69,12,17,84.85,14,17,18.18,3,17,0,0,17,0,3,6.14,1,6.14,1,33.79,4,18,2,3.75,0,0,0,0,0,32.17,4,0,0,0.8,12,2.62,173,6612,2,34,17
17163728,Zorgvilla Valckenborgh,5591HP,2021,25,16.7,17,18,48.28,14,29,5.99,1,17,8.61,73145,849965,0.67,17,25,43.14,11,26,3.92,1,26,0,0,26,1,4,0,0,19.58,3,35.57,6,10.06,2,2.63,0,0,0,0,0,30.66,5,1.5,0,0.93,17,3.42,344,10056,1.48,37,25
17167201,Stichting Vivent,5244NJ,2019,597,362.1,362,356,31.88,190,596,14.14,51,362,39.82,5103697,12817448,0.61,362,597,13.9,83,597,14.24,85,597,5.03,30,597,180,775,12.63,46,7.53,27,41.43,150,13.24,48,1.32,5,0,0,9.38,34,2.96,11,10.13,37,1.02,362,8.74,42251,483421,1.49,890,597
17167201,Stichting Vivent,5244NJ,2020,634,338.6,339,356,29.66,194,654,18.16,61,339,33.8,5706756,16882767,0.53,339,634,20.02,127,635,15.45,98,635,4.41,28,635,172,735,7.85,27,17.92,61,38.39,130,9.52,32,3.54,12,0,0,9.1,31,1.07,4,12.51,42,0.95,339,10.04,51862,516480,1.6,1013,634
17167201,Stichting Vivent,5244NJ,2021,588,382,382,366,29.92,178,595,10.39,40,382,16.3,3568819,21898737,0.65,382,588,17.86,105,588,16.84,99,588,8.67,51,588,166,685,7.07,27,20.42,78,38.22,146,9.42,36,3.4,13,0,0,9.42,36,1.57,6,10.47,40,1.04,382,9.91,46883,473040,1.99,1173,588
17200931,Stichting Amaliazorg,5688AG,2019,465,254.6,255,198,39.35,183,465,1.02,3,255,2.24,292750,13043067,0.55,255,465,36.94,164,444,32.21,143,444,8.78,39,444,25,218,17.96,46,7.52,19,25.58,65,8.5,22,0,0,0,0,0,0,0,0,4.29,11,1.29,255,6.5,5561,85512,0.68,314,465
17200931,Stichting Amaliazorg,5688AG,2020,483,232.51,233,210,19.44,97,499,1.58,4,233,4.11,602033,14652845,0.48,233,483,20.5,99,483,15.11,73,483,6.83,33,483,26,184,11.98,28,21.13,49,28.81,67,8.12,19,0.36,1,0,0,0,0,0,0,5.44,13,1.11,233,8.51,20,235,0.73,351,483
17200931,Stichting Amaliazorg,5688AG,2021,499,244.31,244,220,20.59,104,505,2.22,5,244,3.75,584143,15576477,0.49,244,499,22.07,110,499,18.66,93,499,5.02,25,499,52,198,14.58,36,13.19,32,27.81,68,7.6,19,0.84,2,0,0,0,0,0,0,6.45,16,1.11,244,8.43,7801,92532,0.83,412,499
17218095,Stichting Volckaert,5100DA,2019,674,463.83,464,512,22.22,160,720,5.04,23,464,9.01,2177366,24162318,0.69,464,674,34.39,227,660,20,132,660,NA,NA,NA,36,468,11.19,52,12.72,59,45.59,211,12.81,59,2.69,13,0,0,5.9,27,1.24,6,7.85,36,0.91,464,6.62,12208,184408,1.06,713,674
17218095,Stichting Volckaert,5100DA,2020,736,521.2,521,502,27.73,208,750,4.61,24,521,12.39,3101744,25031393,0.71,521,736,24.51,181,739,18.28,135,739,NA,NA,NA,34,433,12.89,67,12.71,66,40.04,209,12.66,66,2.24,12,0,0,5.76,30,1.71,9,12,63,1.04,521,9.56,19057,199387,1.39,1026,736
17225125,Stichting Brabantzorg,5340AD,2019,4617,2021,2021,1978,30.28,1398,4617,4.26,86,2021,6.54,6637848,101447380,0.44,2021,4617,23.16,990,4274,7.11,304,4274,0,0,4274,220,4037,10.09,204,7.27,147,52.75,1066,5.44,110,0,0,1.43,29,10.29,208,1.14,23,11.58,234,1.02,2021,NA,NA,NA,0,0,4617
17225125,Stichting Brabantzorg,5340AD,2020,4761,2066.59,2067,1949,22.17,1052,4746,4.65,96,2067,6.57,6982667,106359535,0.43,2067,4761,10.29,490,4761,15.06,717,4761,0,0,4761,652,4417,10.53,218,6.14,127,53.31,1102,5.83,120,0,0,1.46,30,10.68,221,1.3,27,10.75,222,1.06,2067,NA,NA,NA,0,0,4761
17225125,Stichting Brabantzorg,5340AD,2021,4857,2088.62,2089,1971,19.44,944,4857,5.15,108,2089,7.78,8603101,110619422,0.43,2089,4857,13.8,670,4857,15.77,766,4857,31.17,1514,4857,207,2917,9.71,203,4.86,101,55.21,1153,6.66,139,1.13,24,1.71,36,11.29,236,1.12,23,8.32,174,1.06,2089,NA,NA,NA,0,0,4857
18081254,Stichting Mijzo,4930AA,2019,781,494.86,495,552,14.49,121,835,1.28,6,495,2.11,544540,25762713,0.63,495,781,20.19,169,837,9.68,81,837,5.14,43,837,203,754,0.47,2,17.86,88,53.5,265,12.83,63,1.31,7,0.53,3,5.56,28,6.64,33,1.31,6,0.9,495,5.53,13257,239827,1.17,917,781
18081254,Stichting Mijzo,4930AA,2020,877,539.34,539,553,17.14,186,1085,2.04,11,539,3.09,883725,28644603,0.61,539,877,12.89,98,761,9.2,70,761,NA,NA,NA,239,690,2.3,12,17.71,96,49.02,264,14.15,76,0,0,2.13,12,5.37,29,7.03,38,2.28,12,0.97,539,8.1,20494,253144,1.82,1595,877
18081254,Stichting Mijzo,5143NG,2021,2773,1704.14,1704,1625,16.52,458,2773,2.73,47,1704,3.48,5075740,145747011,0.61,1704,2773,18.32,508,2773,17.06,473,2773,NA,NA,NA,143,1929,9.66,165,14.03,239,46.4,791,9.76,166,2.02,34,0.83,14,6.74,115,1.87,32,8.68,148,1.05,1704,9.35,140142,1498689,0.92,2558,2773
18086773,Stichting Schakelring,5140AE,2019,861,520.15,520,583,25.9,223,861,NA,NA,NA,3.05,812969,26611523,0.6,520,861,24.76,217,877,13.58,119,877,7.64,67,877,164,1025,5.15,27,8.91,46,40.17,209,16.8,87,1.95,10,0.18,1,5.49,29,4.59,24,7.69,40,0.89,520,5.87,19735,336322,0.57,493,861
18086773,Stichting Schakelring,5140AE,2020,917,556.41,556,584,21.62,206,953,NA,NA,NA,4.6,1317193,28657436,0.61,556,917,24.89,217,872,13.76,120,872,8.03,70,872,161,977,6.29,35,8.1,45,38.44,214,16.97,94,2.34,13,0.19,1,5.73,32,4.72,26,8.73,49,0.95,556,8.11,28956,356844,0.74,675,917
20115882,Stichting Park Zuiderhout,4847DK,2019,100,54.86,55,103,34.95,36,103,22.93,13,55,39.28,1054680,2684848,0.55,55,100,25.74,26,101,29.7,30,101,8.91,9,101,19,110,9.11,5,8.06,4,37.71,21,13.85,8,5.98,3,1.77,1,1.42,1,0,0,22.09,12,0.53,55,12.27,3403,27740,1.6,160,100
20115882,Stichting Park Zuiderhout,4847DK,2020,142,65.13,65,114,34.9,52,149,30.66,20,65,54.74,1775846,3244032,0.46,65,142,27.61,37,134,32.84,44,134,9.7,13,134,19,107,12.96,8,10.32,7,36.73,24,14.26,9,6.16,4,0.84,1,0,0,0,0,18.72,12,0.57,65,16.59,4894,29500,1.27,181,142
20115882,Stichting Park Zuiderhout,4847DK,2021,143,85.52,86,130,26.09,36,138,19.53,17,86,34.26,1509588,4406234,0.6,86,143,20.3,27,133,19.55,26,133,13.53,18,133,19,105,14.87,13,8.99,8,30.37,26,19.15,16,4.15,4,2.79,2,0.51,0,0,0,19.14,16,0.66,86,19.59,4274,21817,0.85,121,143
20120577,Stichting Thebe West-Brabant,4801LW,2019,724,548.86,549,669,17.91,139,776,11.51,63,549,16.99,4804325,28274478,0.76,549,724,20.72,150,724,13.26,96,724,9.53,69,724,181,513,5.22,29,3.13,17,44.51,244,15.5,85,5.64,31,0,0,6.43,35,9.13,50,10.44,57,0.82,549,8.93,19448,217695,1.06,765,724
20135179,Stichting Tantelouise,4600AB,2019,1297,935,935,1023,20.42,272,1332,7.06,66,935,8.33,3890085,46698726,0.72,935,1297,19.29,239,1239,13.32,165,1239,6.94,86,1239,306,786,0,0,10.27,96,42.14,394,16.79,157,1.93,18,0,0,5.03,47,13.48,126,10.37,97,0.91,935,5.49,18299,333158,1.23,1598,1297
20135179,Stichting Tantelouise,4600AB,2020,1348,961,961,1040,22.08,302,1368,6.05,58,961,6.21,3095558,49844717,0.71,961,1348,16.9,220,1302,16.44,214,1302,6.68,87,1302,396,624,0,0,10.51,101,40.27,387,17.38,167,1.98,19,0,0,6.04,58,13.53,130,10.3,99,0.92,961,5.99,20783,347049,1.11,1496,1348
20135179,Stichting Tantelouise,4600AB,2021,1375,986,986,1036,20.88,286,1370,7.3,72,986,6.93,3723306,53728337,0.72,986,1375,17.92,244,1362,18.95,258,1362,8.74,119,1362,369,596,0,0,10.24,101,38.95,384,18.26,180,2.03,20,0,0,6.29,62,13.59,134,10.65,105,0.95,986,7.19,25114,349394,1.11,1531,1375
2068255,Stichting De Hoven,9950AA,2019,867,494.82,495,488,23.06,196,850,0.73,4,495,0.97,232600,23994975,0.57,495,867,18.73,152,812,12.08,98,812,4.31,35,812,211,674,2.48,12,15.55,77,54.95,272,6.65,33,0.78,4,2.88,14,6.84,34,0,0,9.87,49,1.01,495,6.64,11963,180092,1.24,1079,867
2068255,Stichting De Hoven,9950AA,2020,979,539.38,539,504,20.31,210,1034,0.5,3,539,4.22,319001,7555756,0.55,539,979,30.63,302,986,23.53,232,986,3.04,30,986,193,646,2.19,12,14.32,77,54.5,294,6.91,37,1.26,7,3.13,17,6.38,34,0,0,11.32,61,1.07,539,8.16,16443,201462,1.12,1096,979
2068255,Stichting De Hoven,9950AA,2021,1109,678.31,678,506,21.99,236,1073,0.91,6,678,0.9,273897,30488000,0.61,678,1109,16.61,175,1054,9.3,98,1054,9.4,99,1054,213,664,5.65,38,12.18,83,52.16,354,7.67,52,4.68,32,0,0,4.89,33,0,0,12.77,87,1.34,678,8.98,19538,217557,1.2,1326,1109
2086881,Stichting Zorggroep Meander,9460AB,2019,810,462.18,462,531,9.01,73,810,0,0,462,1.2,280469,23353117,0.57,462,810,26.35,254,964,6.74,65,964,12.34,119,964,88,70,0,0,15.51,72,56.48,261,6.01,28,0.92,4,1.92,9,0,0,14.62,68,4.54,21,0.87,462,8.49,31,365,0.69,560,810
2086881,Stichting Zorggroep Meander,9460AB,2020,846,501.1,501,465,16.9,143,846,1.6,8,501,0.62,167999,27119355,0.59,501,846,12.17,103,846,19.86,168,846,18.09,153,846,88,93,11.99,60,12.73,64,52.96,265,6.75,34,1.07,5,0.36,2,3.49,18,7.4,37,3.25,16,1.08,501,8.49,31,365,0.7,596,846
2086881,Stichting Zorggroep Meander,9460AB,2021,853,493,493,442,15.01,74,493,1.36,7,493,3.07,891729,29029734,0.58,493,853,23.97,235,981,24.89,244,981,19.58,192,981,77,103,0,0,17.87,88,49.61,245,7.78,38,1.26,6,0,0,8.73,43,4.48,22,3.21,16,1.12,493,13.97,51,365,0.72,615,853
2090310,Stichting Zorggroep Groningen,9702KA,2019,816,363.3,363,407,12.17,101,830,12.25,45,363,11.49,2222770,19348685,0.45,363,816,4.81,39,811,4.81,39,811,17.64,143,811,102,418,7.35,27,16.87,61,54.64,199,9.99,36,0.33,1,0,0,10.79,39,0,0,0,0,0.89,363,11.16,24034,215358,1.04,848,816
2090310,Stichting Zorggroep Groningen,9702KA,2020,1176,710,710,417,21.26,250,1176,9.14,65,710,14.95,3312025,22149912,0.6,710,1176,35.01,382,1091,22.18,242,1091,12.01,131,1091,130,371,8.46,60,10.17,72,27.69,197,6.58,47,0.37,3,0,0,5.87,42,0,0,0,0,1.7,710,8.83,30778,348661,1,1171,1176
2090310,Stichting Zorggroep Groningen,9702KA,2021,1017,438.1,438,410,27.63,281,1017,7.76,34,438,7.25,1732434,23902942,0.43,438,1017,19.75,201,1018,32.43,330,1018,2.65,27,1018,197,324,14.91,65,17.05,75,44.83,196,12.55,55,1.67,7,0,0,8.99,39,0,0,0,0,1.07,438,8.05,25930,322111,1.45,1473,1017
2097416,Joling Thuiszorg B.v.,9731BT,2019,27,17.5,18,10,43.24,16,37,NA,NA,NA,NA,NA,NA,0.65,18,27,49.41,21,43,25.88,11,43,7.06,3,43,2,0,0,0,8.57,2,25.71,5,11.43,2,6.86,1,14.29,3,0,0,0,0,6.86,1,1.75,18,5.41,390,7215,NA,NA,NA
22041726,Stichting Eilandzorg Schouwen-Duiveland,4301KB,2019,104,39.34,39,47,8.82,6,68,1.78,1,39,2.31,42632,1844000,0.38,39,104,41.22,27,66,32.06,21,66,4.58,3,66,23,100,7.04,3,17.44,7,51.25,20,13.68,5,4.04,2,0,0,0,0,0,0,6.56,3,0.84,39,7.22,3264,45206,1.46,152,104
22041726,Stichting Eilandzorg Schouwen-Duiveland,4301KB,2020,78,43.15,43,50,10.26,8,78,4.87,2,43,6.71,136000,2026000,0.55,43,78,40.79,31,76,21.05,16,76,3.95,3,76,42,98,13,6,15.64,7,50.75,22,11.56,5,4.94,2,0,0,0,0,0,0,4.1,2,0.86,43,11.78,1434,12175,1.96,153,78
22041726,Stichting Eilandzorg Schouwen-Duiveland,4301KB,2021,126,42.66,43,47,9.52,12,126,23.91,10,43,34.37,764372,2223900,0.34,43,126,13.89,10,72,25,18,72,5.56,4,72,31,98,11.7,5,11.11,5,49.16,21,16.83,7,5.6,2,0,0,0,0,0,0,5.6,2,0.91,43,11.67,2248,19268,0.78,98,126
22047368,Stichting Zorgstroom,4330AH,2019,580,267,267,257,26.55,154,580,2.25,6,267,3.64,450879,12382278,0.46,267,580,10.45,58,555,7.21,40,555,3.6,20,555,98,330,12.43,33,21.21,57,38.47,103,6.23,17,0.28,1,0,0,2.62,7,7.88,21,10.88,29,1.04,267,7.26,8517,117384,0.97,561,580
22047368,Stichting Zorgstroom,4330AH,2020,546,298.37,298,272,28.02,153,546,3.35,10,298,5.54,783044,14122546,0.55,298,546,8.83,56,634,6.31,40,634,4.1,26,634,98,309,17.89,53,19.02,57,37.09,111,2.27,7,3.27,10,0,0,2.3,7,7.39,22,10.77,32,1.1,298,6.63,8158,123128,0.88,480,546
22047368,Stichting Zorgstroom,4330AH,2021,643,342.74,343,275,23.6,156,661,4.52,16,343,5.63,1069000,19000444,0.53,343,643,4.17,27,648,18.53,120,648,8.65,56,648,111,429,14.97,51,16.31,56,32.58,112,2.7,9,2.89,10,0,0,2.86,10,5.91,20,12.26,42,1.25,343,9.42,12239,129872,1.22,783,643
22054145,Stichting Allévo,4460AB,2019,483,316.3,316,258,18.89,95,503,0.51,2,316,1.32,187816,14253559,0.65,316,483,19.44,93,479,10.03,48,479,13.17,63,479,69,489,5.47,17,18.08,57,44.86,142,6.48,21,0,0,0,0,3.89,12,2.91,9,11.03,35,1.23,316,6.16,8066,130900,0.76,365,483
22054145,Stichting Allévo,4460AB,2020,525,337.22,337,258,18.6,98,527,1.02,3,337,2.89,451779,15645131,0.64,337,525,13.32,69,518,10.04,52,518,12.36,64,518,60,439,5.7,19,17.33,58,41.85,141,6.6,22,0,0,0,0,4.29,14,2.77,9,14.83,50,1.3,337,8.28,11469,138596,0.86,451,525
22054145,Stichting Allévo,4460AB,2021,510,333.4,333,256,20.63,105,509,2.96,10,333,7.66,1191944,15554398,0.65,333,510,14.04,72,513,14.62,75,513,18.52,95,513,107,334,6.59,22,19.54,65,38.95,130,6.71,22,0,0,0,0,4.41,15,2.47,8,13.97,47,1.3,333,9.3,12708,136614,0.89,454,510
2324453,Ora Et Labora B.v.,9665KB,2019,12,7,7,11,0,0,12,0,0,7,NA,NA,NA,0.58,7,12,33.33,4,12,16.67,2,12,8.33,1,12,0,1,0,0,7.14,1,82.86,6,0,0,10,1,0,0,0,0,0,0,0,0,0.64,7,15.87,200,1260,0.17,2,12
2324453,Ora Et Labora B.v.,9665KB,2020,11,6,6,9,9.09,1,11,0,0,6,NA,NA,NA,0.55,6,11,9.09,1,11,18.18,2,11,0,0,11,3,0,0,0,6.67,0,58.33,4,0,0,13.33,1,0,0,0,0,0,0,8.33,1,0.67,6,37.8,756,2000,0.09,1,11
2324453,Ora Et Labora B.v.,9665KB,2021,9,4,4,9,0,0,8,NA,NA,NA,NA,NA,NA,0.44,4,9,11.11,1,9,11.11,1,9,NA,NA,NA,1,1,0,0,0,0,85,3,0,0,15,1,0,0,0,0,0,0,0,0,0.44,4,8.28,272,3285,0,0,9
24286701,Hervormde Stichting Sonneburgh,3008EA,2019,480,296.43,296,465,29.17,140,480,12.08,36,296,18.5,2917317,15767175,0.62,296,480,29.08,139,478,34.31,164,478,19.04,91,478,6,240,21.61,64,11.13,33,26.3,78,4.55,13,0.54,2,0,0,3.24,10,5.33,16,2.77,8,0.64,296,11.59,8060,69550,0.47,227,480
24286701,Hervormde Stichting Sonneburgh,3008EA,2020,476,368.71,369,283,20.38,96,471,2.71,10,369,14.95,2066526,13818482,0.77,369,476,15.14,72,476,17.03,81,476,NA,NA,NA,36,228,16.32,60,15.34,57,19.08,70,8.71,32,1.59,6,0,0,2.58,10,0,0,2.73,10,1.3,369,11.91,431,3619,0.87,415,476
24286701,Hervormde Stichting Sonneburgh,3008EA,2021,386,270.01,270,262,7.51,29,386,4.59,12,270,15.39,2212124,14378272,0.7,270,386,10.28,39,380,32.15,122,380,0,0,380,38,129,17.95,48,13.84,37,28.76,78,6.43,17,0,0,0,0,3.77,10,0,0,7.67,21,1.03,270,7.99,5632,70462,0.78,302,386
24299892,Stichting Het Spectrum,3300BL,2019,458,255,255,257,20.56,95,462,5.16,13,255,5.3,1657917,31283844,0.56,255,458,20.8,94,452,18.81,85,452,6.86,31,452,95,307,7.06,18,21.18,54,41.57,106,7.84,20,0.39,1,0.39,1,8.24,21,4.31,11,9.02,23,0.99,255,8.71,17629,202436,1.09,497,458
24299892,Stichting Het Spectrum,3300BL,2020,479,320.44,320,264,26.51,132,498,3.49,11,320,4.49,1517124,33809070,0.67,320,479,17.29,83,480,12.92,62,480,2.5,12,480,90,304,8.92,29,22.6,72,40.33,129,7.24,23,0.21,1,0.23,1,7.88,25,4.2,13,8.38,27,1.21,320,11.07,23743,214392,1.11,530,479
24299892,Stichting Het Spectrum,3300BL,2021,511,330.44,330,279,27.47,139,506,5.63,19,330,8.01,2593262,32372801,0.65,330,511,12.75,64,502,10.76,54,502,5.98,30,502,98,283,10.03,33,22.68,75,38.99,129,6.14,20,0.14,0,0.23,1,7.28,24,4.24,14,10.29,34,1.18,330,9.39,23767,253070,1.2,614,511
24319534,"Catharina, Thuis Op Voorne",3230AD,2019,323,180.33,180,142,21.28,70,329,7.73,14,180,16.3,1579079,9686443,0.56,180,323,29.88,98,328,29.27,96,328,12.8,42,328,52,585,2.33,4,16.56,30,47.6,86,4.4,8,1.89,3,0,0,0,0,4.14,7,10.01,18,1.27,180,8.6,5496,63902,0.95,308,323
24319534,"Catharina, Thuis Op Voorne",3230AD,2020,311,138.71,139,146,25.08,78,311,9.8,14,139,22.44,1562850,6964501,0.45,139,311,28.71,88,307,26.75,82,307,8.81,27,307,53,424,3.59,5,22.51,31,49.21,68,5.22,7,1.49,2,0,0,0,0,5.84,8,12.13,17,0.95,139,9,9725,108000,0.92,286,311
24319534,"Catharina, Thuis Op Voorne",3235AE,2021,351,148,148,149,12.25,43,351,10.14,15,148,27.5,2200000,8000000,0.42,148,351,32.57,107,329,37.75,124,329,25.57,84,329,45,562,9.22,14,22.54,33,42.48,63,4.61,7,2.11,3,0,0,3.93,6,5.8,9,9.09,13,0.99,148,8.25,11814,143285,0.85,299,351
24325621,Stichting Zorgpartners Midden-Holland,2800AS,2019,1977,1111.99,1112,1162,21.55,426,1977,7.01,78,1112,7.03,3939848,56059202,0.56,1112,1977,14.52,287,1977,13.76,272,1977,20.08,397,1977,138,1680,25.74,286,11.68,130,32.09,357,7.1,79,0,0,1.49,17,6.61,73,3.51,39,11.79,131,0.96,1112,7.24,32962,455356,1.42,2800,1977
24325621,Stichting Zorgpartners Midden-Holland,2800AS,2020,2083,1159.7,1160,1161,18.05,376,2083,7.38,86,1160,9.16,5558148,60651523,0.56,1160,2083,23.28,478,2054,20.89,429,2054,19.38,398,2054,121,1425,25.36,294,11.97,139,31.06,360,8.08,94,0,0,1.61,19,6.52,76,3.88,45,11.52,134,1,1160,9.97,45416,455356,1.46,3037,2083
24325621,Stichting Zorgpartners Midden-Holland,2800AS,2021,2152,1133.4,1133,1150,24.12,519,2152,6,68,1133,6.84,4145902,60610854,0.53,1133,2152,19.91,598,3003,17.85,536,3003,16.58,498,3003,181,1425,25.32,287,11.91,135,30.3,343,8.73,99,0,0,1.68,19,6.62,75,4.06,46,11.38,129,0.99,1133,9.38,50288,535971,1.45,3120,2152
24330016,Stichting Zonnehuisgroep Vlaardingen,3136EA,2019,995,639.49,639,365,13.57,135,995,1.2,8,639,4.12,807000,19600000,0.64,639,995,18.59,185,995,20.8,207,995,3.52,35,995,49,589,2.19,14,17.36,111,41.13,263,11.57,74,7.66,49,0,0,5.79,37,0,0,10.48,67,1.75,639,6.46,23479,363175,1.28,1272,995
24330016,Stichting Zonnehuisgroep Vlaardingen,3136EA,2020,955,619.23,619,412,17.17,164,955,4.08,25,619,7.84,2846119,36293537,0.65,619,955,21.39,206,963,28.04,270,963,2.6,25,963,56,616,1.61,10,13.4,83,30.68,190,13.24,82,3.23,20,0,0,6.94,43,0,0,10.01,62,1.5,619,7.86,21079,268167,1.04,990,955
24330016,Stichting Zonnehuisgroep Vlaardingen,3136EA,2021,914,579,579,399,19.15,172,898,7.94,46,579,13.46,4607773,34227032,0.63,579,914,20.01,183,915,24.38,223,915,2.95,27,915,95,543,1.89,11,13.96,81,29.87,173,12.36,72,3.24,19,0,0,7.04,41,0,0,9.58,55,1.45,579,8.14,32687,401500,1.13,1033,914
24342726,Stichting Alerimus,3280AC,2019,392,228.43,228,160,27.05,112,414,2.36,5,228,4.47,555957,12431120,0.58,228,392,32.45,128,395,23.57,93,395,5.83,23,395,17,274,0.92,2,9.72,22,21.77,50,10.13,23,1.75,4,0,0,0,0,0,0,9.51,22,1.43,228,8.43,22,261,0.79,309,392
24342726,Stichting Alerimus,3280AC,2020,404,245.07,245,148,28.07,119,424,4.42,11,245,9.73,1258660,12941246,0.61,245,404,23.78,100,421,21.64,91,421,5.95,25,421,15,270,0.97,2,9.71,24,20.69,51,8.59,21,2.41,6,0.77,2,0,0,44.25,108,8.9,22,1.65,245,9.2,24,261,0.99,399,404
24342726,Stichting Alerimus,3280AC,2021,435,244,244,154,29.95,130,434,2.87,7,244,4.81,626200,13013496,0.56,244,435,22.27,97,436,22.96,100,436,6.43,28,436,15,250,26.72,65,7.67,19,22.03,54,9.36,23,0,0,2.28,6,0.55,1,18.07,44,9.63,24,1.59,244,9.92,26,262,0.95,412,435
24365406,Stichting Zorg En Verpleging Goeree-Overflakkee,3240AD,2019,976,513.96,514,487,31.47,320,1017,5.52,28,514,8.95,2665264,29793238,0.53,514,976,32.81,302,921,18.69,172,921,NA,NA,NA,31,763,8.38,43,12.46,64,44.35,228,6.31,32,1.19,6,0,0,7.43,38,13.7,70,6.18,32,1.06,514,5.8,9653,166434,0.72,703,976
